CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Heihachi Mishima,
Link,
Spawn,
Mitsurugi,
Taki,
Maxi,
Voldo,
Sophitia,
Seong Mi-na,
Astaroth,
Rock,
Ivy,
Kilik,
Xianghua,
Yoshimitsu,
Nightmare,
Lizardman.
