CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Spider-Man,
Wolverine,
Hulk,
Captain America,
Iron Man,
Blackheart,
Shuma-Gorath,
Ryu,
Ken,
Chun-Li,
Zangief,
Dhalsim,
M. Bison,
Sakura,
Dan,
Cyclops,
Omega Red, 
Akuma,
