CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Liu Kang,
Kung Lao,
Johnny Cage,
Sub-Zero,
Scorpion,
Reptile,
Ermac,
Kitana,
Mileena,
Jade,
Sonya Blade,
Jax Briggs,
Cyrax,
Sektor,
Smoke (secreto),
Nightwolf,
Rain,
Raiden,
Fujin (secreto),
Baraka,
Kabal,
Kano,
Noob Saibot,
Shang Tsung,
Goro,
Kintaro,
Motaro,
Shao Kahn,
