CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Cyclops,
Wolverine,
Psylocke,
Storm,
Colossus,
Iceman,
Rogue,
Juggernaut,
Magneto,
Sabretooth,
Gambit,
Ryu,
Ken Masters,
Chun-Li,
Charlie (Nash),
Cammy White,
Dhalsim,
Zangief,
M. Bison (Vega),
Akuma (Gouki),
