CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Alex,
Alisa Bosconovitch,
Ancient Ogre,
Angel,
Anna Williams,
Armor King II,
Asuka Kazama,
Baek Doo San,
Bob,
Bruce Irvin,
Bryan Fury,
Christie Monteiro,
Combot,
Craig Marduk,
Devil Jin,
Dr. Bosconovitch,
Eddy Gordo,
Eliza,
Emilie De Rochefort (Lili),
Feng Wei,
Forest Law,
Ganryu,
Heihachi Mishima,
Hwoarang,
Jack-6,
Jaycee,
Jin Kazama,
Jinpachi Mishima,
Jun Kazama,
Kazuya Mishima,
King,
Kuma,
Kunimitsu,
Lars Alexandersson,
Lee Chaolan,
Lei Wulong,
Leo Kliesen,
Ling Xiaoyu,
Marshall Law,
Michelle Chang,
Miharu Hirano,
Miguel Caballero Rojo,
Mokujin,
Nina Williams,
Ogre,
Panda,
Paul Phoenix,
Prototype Jack,
Raven,
Roger Jr.,
Sebastian,
Sergei Dragunov,
Slim Bob,
Steve Fox,
Tetsujin,
Tiger Jackson,
True Ogre,
Unknown,
Violet,
Wang Jinrei,
Xiaoyu,
Yoshimitsu,
Zafina,
