CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Siegfried Schtauffen,
Nightmare,
Taki,
Mitsurugi,
Raphael Sorel,
Cervantes de Leon,
Voldo,
Ivy,
Yoshimitsu,
Talim,
Maxi,
Kilik,
Xianghua,
Astaroth,
Cassandra Alexandra,
Sophitia Alexandra,
Tira,
Yun-seong,
Setsuka,
Seong Mi-na,
Rock,
Amy,
Angol Fear,
Scheherazade,
Darth Vader,
Yoda,
