CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Anna Williams,
Asuka Kazama,
Baek Doo San,
Bruce Irvin,
Bryan Fury,
Christie Monteiro,
Craig Marduk,
Devil Jin,
Eddy Gordo,
Feng Wei,
Ganryu,
Heihachi Mishima,
Hwoarang,
Jack-5,
Jin Kazama,
Julia Chang,
Kazuya Mishima,
King,
Kuma,
Lee Chaolan,
Lei Wulong,
Ling Xiaoyu,
Marshall Law,
Nina Williams,
Panda,
Paul Phoenix,
Raven,
Roger Jr.,
Steve Fox,
Wang Jinrei,
Yoshimitsu,
