CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Ryu,
Ken Masters,
Chun-Li,
Yun,
Yang,
Dudley,
Ibuki,
Elena,
Necro,
Oro,
Sean Matsuda,
Akuma (Gouki),
Makoto,
Q,
Remy,
Twelve,
Urien,
