CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Heihachi Mishima,
Kazuya Mishima,
Lee Chaolan,
Lei Wulong,
Nina Williams,
Paul Phoenix,
Yoshimitsu,
Jack-2,
King,
Michelle Chang,
Armor King,
Ganryu,
Kunimitsu,
Baek Doo San,
Bruce Irvin,
Anna Williams,
Wang Jinrei,
Devil,
Angel,
