CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Ryu,
Ken Masters,
Chun-Li,
Guile,
Zangief,
Dhalsim,
Sagat,
Vega,
M. Bison,
Balrog,
Blanka,
Akuma (Gouki),
Garuda,
Skullomania,
Darun Mister,
Doctrine Dark,
Cracker Jack,
Area,
Sharon,
Vulcano Rosso,
Ryu (Evil),
Bison (Evil),
Hokuto,
Nanase,
Ace,
Cycloid-β,
Cycloid-γ,
