CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Shiki Tohno,
Arcueid Brunestud,
Ciel,
Akiha Tohno,
Hisui & Kohaku,
Sion Eltnam Atlasia,
Nero Chaos,
Miyako Arima,
Vlov Arkhangel,
Len,
White Len,
Kohaku,
Nrvnqsr Chaos,
Warachia,
