CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Berserk,
Striker,
Soul Bender,
Inquisitor,
Male Mage,
Female Mage,
Fighter,
Gunner,
Sword Master,
Battle Mage,
Launcher,
