CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Ryu,
Ken Masters,
Chun-Li,
Cammy White,
Vega,
Nash,
M. Bison,
Birdie,
Karin Kanzuki,
Zangief,
Dhalsim,
Rashid,
F.A.N.G,
Laura Matsuda,
Necalli,
