CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Ryu,
Ken Masters,
Chun-Li,
E. Honda,
Blanka,
Zangief,
Guile,
Dhalsim,
Balrog,
Vega,
Sagat,
M. Bison,
Abel,
C. Viper,
Rufus,
El Fuerte,
Vega,
Sagat,
Gouken,
Akuma,
Seth,
Cammy White,
Fei Long,
Dan Hibiki,
Sakura Kasugano,
Rose,
Gen,
Guy,
Cody,
Dudley,
Adon,
Ibuki,
Makoto,
Hakan,
Juri Han,
Dee Jay,
T. Hawk,
Evil Ryu,
Oni,
