CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
    Jason Lee Scott (Mighty Morphin' Red Ranger),
    Tommy Oliver (Mighty Morphin' Green Ranger),
    Gia Moran (Super Megaforce Yellow Ranger),
    Kat Manx (SPD Kat Ranger),
    Lauren Shiba (Super Samurai Red Ranger),
    Mastodon Sentry (Mighty Morphin' Power Rangers),
    Lord Drakkon (Shattered Grid),
    Ranger Slayer (Shattered Grid),
    Magna Defender (Lost Galaxy),
    Goldar (Mighty Morphin' Power Rangers),
    Udonna (Mystic Force),
    Eric Myers (Time Force Quantum Ranger),
    Anubis Cruger (SPD Shadow Ranger),
    Trini Kwan (Mighty Morphin' Yellow Ranger),
    Trey of Triforia (Zeo Gold Ranger),
    Cenozoic Blue Ranger (2017 Movie),
    Scorpina (Mighty Morphin' Power Rangers),
    Adam Park (Mighty Morphin' Black Ranger),
    Doggie Cruger (SPD Shadow Ranger),
    Rita Repulsa (Mighty Morphin' Power Rangers),
    Dai Shi (Jungle Fury),
    Jen Scotts (Time Force Pink Ranger),
    Lord Zedd (Mighty Morphin' Power Rangers),
