CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Sol Badguy,
Ky Kiske,
May,
Faust,
Potemkin,
Chipp Zanuff,
Zato-1,
Millia Rage,
Axl Low,
Leo Whitefang,
Ramlethal Valentine,
Sin Kiske,
Elphelt Valentine,
Bedman,
Venom,
Slayer,
I-No,
Haehyun,
Raven,
Jack-O',
Jam Kuradoberi,
Johnny,
Kum Haehyun,
Dizzy,
