CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Ryu,
Ken Masters,
Chun-Li,
Cammy White,
Guile,
Abel,
Sagat,
Dhalsim,
Poison,
Hugo,
Ibuki,
Rolento,
Zangief,
Rufus,
Balrog,
Vega,
M. Bison,
Juri Han,
Akuma (Gouki),
Lili,
Heihachi Mishima,
Kuma,
Law,
Kazuya Mishima,
Nina Williams,
Paul Phoenix,
Marshall Law,
Steve Fox,
Yoshimitsu,
Raven,
King,
Marduk,
Hwoarang,
Julia Chang,
