CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Baraka,
Cassie Cage,
Cetrion,
D'Vorah,
Erron Black,
Frost,
Fujin,
Geras,
Jacqui Briggs,
Jade,
Jax Briggs,
Johnny Cage,
Kabal,
Kano,
Kitana,
Kollector,
Kotal Kahn,
Kung Lao,
Liu Kang,
Nightwolf,
Noob Saibot,
Raiden,
Rain,
Rambo,
RoboCop,
Scorpion,
Shang Tsung,
Shao Kahn,
Sheeva,
Sindel,
Skarlet,
Sonya Blade,
Spawn,
Sub-Zero,
Terminator T-800,
The Joker,
