CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Anna Williams,
Baek Doo San,
Bruce Irvin,
Bryan Fury,
Eddy Gordo,
Forest Law,
Ganryu,
Gun Jack,
Heihachi Mishima,
Hwoarang,
Jin Kazama,
Julia Chang,
Jun Kazama,
Kazuya Mishima,
King,
Kuma,
Lei Wulong,
Ling Xiaoyu,
Michelle Chang,
Nina Williams,
Ogre,
Paul Phoenix,
Tiger Jackson,
Yoshimitsu,
