CharacterName,ImageLink,Archetype,Archetype2,Archetype3,Archetype4,Archetype5
Captain America,
Captain Marvel,
Iron Man,
Thor,
Hulk,
Hawkeye,
Black Widow,
Spider-Man,
Venom,
Gamora,
Rocket Raccoon,
Doctor Strange,
Ghost Rider,
Nova,
Thanos,
Dormammu,
Ultron,
Ryu,
Chun-Li,
Dante,
Morrigan Aensland,
Frank West,
Jedah Dohma,
Chris Redfield,
Strider Hiryu,
Arthur,
Spencer,
Mega Man X,
Zero,
Sigma (DLC),
Monster Hunter (DLC),
